SDG	Pub_doi	Pub_title	Pub_concept	SDG_short	Publisher
SDG01: No Poverty	10.1787/dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	Tracking Progress	SDG01	OECD
SDG01: No Poverty	10.1787/dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	Global Goal	SDG01	OECD
SDG01: No Poverty	10.1787/dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	MDG Goal	SDG01	OECD
SDG01: No Poverty	10.1787/dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	Fragile State	SDG01	OECD
SDG01: No Poverty	10.1787/dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	Address Inequality	SDG01	OECD
SDG01: No Poverty	10.1787/dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	Numerous Proposal	SDG01	OECD
SDG01: No Poverty	10.1787/dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	Headline Indicator	SDG01	OECD
SDG01: No Poverty	10.1787/dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	Poverty Measure	SDG01	OECD
SDG01: No Poverty	10.1787/dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	Social Discrimination	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Risk Landscape	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Resilient System	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Disaster Risk Reduction	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Disaster Risk Reduction Management	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Resilience Agenda	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Resilient System Analysis	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Disaster Risk	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Joint Risk Assessment	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Donor Country Strategy	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Extensive Risk	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Comprehensive Risk Analysis	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Resilience Programming	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Building Resilience	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Risk Management Approach	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Disaster Risk Management	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Organisation For Economic Cooperation And Development Country	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Resilience Measure	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	National Disaster Risk Reduction	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Joint Risk	SDG01	OECD
SDG01: No Poverty	10.1787/5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	Business Continuity Planning	SDG01	OECD
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Human Development Report Office Calculation	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Human Development Group	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	High Human Development	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Gross Non - Tional Income	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Human Development Medium	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Low Human Development	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Multidimensional Poverty Index	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Human Development Index	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Human Development Report	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Multidimensional Poverty	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Food Price Volatility	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Inequality-adjusted Human Development Index	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Human Development	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Sea Level Rise	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Ecological Footprint	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Global Threshold	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Precrisis Level	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	High Human Development Index	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Country Low Human Development	SDG01	UN
SDG01: No Poverty	10.18356/92210349-en	Human development report 2014 - State of human development	Development Group	SDG01	UN
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Institut National De La Statistique	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Enhanced Structural Adjustment Facility	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	District Primary Education Programme	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	New Economic Policy	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Swedish International Development Co?operation Agency	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Poverty Gap Index	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Public Food Distribution System	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Organisation For Economic Cooperation And Development	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Poverty Reduction Intervention	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Integrate Child Development Service	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Structural Adjustment Facility	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Gross Domestic Product	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	State Domestic Product	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Organisation For Economic Cooperation And Development Development Assistance Committee	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Poverty Reduction Objective	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Development Assistance Committee	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Donor Country Strategy	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Woman In Development	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Poverty Line Income	SDG01	OECD
SDG01: No Poverty	10.1787/9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	Organisation For Economic Cooperation And Development Development	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Social Safety Net Programme	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Department Of Labour And Employment	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Organisation For Economic Cooperation And Development	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Organisation For Economic Cooperation And Development Country	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Overseas Economic Co-operation Fund	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Safety Net Programme	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Social Safety Net System	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Secondary School Scholarship	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Asian Development Bank	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Asia Pacific Economic Co-operation	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	National Food Authority	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Social Protection Programme	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Subsidise Rice	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Thailand Development Research Institute Foundation	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	"Directorate For Education , Employment , Labour And Social Affair"	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Social Investment Fund	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Economic And Social Commission For Asia And The Pacific	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Social Safety Net	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	Health Card	SDG01	OECD
SDG01: No Poverty	10.1787/9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	National Economic And Social Development Board	SDG01	OECD
SDG01: No Poverty	10.1787/9789264194779-en	Poverty Reduction - Poverty Reduction	Organisation For Economic Cooperation And Development	SDG01	OECD
SDG01: No Poverty	10.1787/9789264194779-en	Poverty Reduction - Poverty Reduction	Mainstream Poverty Reduction	SDG01	OECD
SDG01: No Poverty	10.1787/9789264194779-en	Poverty Reduction - Poverty Reduction	Poverty Reduction Partnership	SDG01	OECD
SDG01: No Poverty	10.1787/9789264194779-en	Poverty Reduction - Poverty Reduction	Country-led Poverty Reduction Strategy	SDG01	OECD
